SampleID,EOVXX,EOVYY,OID_,esrignss_l,esrignss_1,esrignss_a,Medián_As,Medián_Ca,Medián_Cd,Medián_Co,Medián_Cr,Medián_Cu,Medián_Fe,Medián_K,Medián_Mn,Medián_Mo,Medián_Ni,Medián_Pb,Medián_Ti,Medián_V,Medián_Zn
11_0045_S,844357.1482,247326.0067,326,47.54097367,21.629638,163.98,17.10010147,24987.52148,1.474639893,12.97442055,96.65737915,43.80140305,15352.03223,14395.24707,747.1421509,1.052410603,32.79385376,76.0919342,3087.268555,115.9289703,118.2969742
06_0123_S,844196.0789,247424.2509,327,47.54190467,21.62754267,165.04,,,,,,,,,,,,,,,
03_0030_S,841409.7463,250911.1911,328,47.57407252,21.59205658,162.22,10.14640617,28039.11914,1.693257809,6.893138409,67.75817108,32.04348755,8525.594727,9612.647461,327.4362793,1.56395781,11.04874516,8.92874527,2495.508301,85.02325439,391.0186157
03_0031_S,841428.9309,250872.1844,329,47.57371624,21.59229457,166.22,9.520864487,26377.75195,1.545817852,7.130399227,82.67389679,74.33074951,8781.394531,9677.804688,384.4920349,1.391605735,12.70644093,2.778523207,2476.990723,90.81806183,190.7668762
06_0126_S,841554.363,250659.87,330,47.57177086,21.59386901,166.02,,,,,,,,,,,,,,,
06_0127_S,842600.5088,248922.7652,331,47.5558475,21.60701047,171.88,,,,,,,,,,,,,,,
06_0128_S,842568.7995,248957.1217,332,47.55616569,21.60660431,157.74,,,,,,,,,,,,,,,
06_0129_S,842539.2407,248965.2652,333,47.5562476,21.6062153,157.24,,,,,,,,,,,,,,,
06_0130_S,842567.4654,248918.6845,334,47.55582054,21.60656988,158.06,,,,,,,,,,,,,,,
06_0131_S,842747.3582,248614.8257,335,47.55303595,21.60882664,162.06,,,,,,,,,,,,,,,
06_0132_S,842796.7289,248501.9474,336,47.55200665,21.60943312,165.8,,,,,,,,,,,,,,,
06_0133_S,842825.9714,248515.0318,337,47.55211566,21.60982713,164.46,,,,,,,,,,,,,,,
06_0134_S,842804.9393,248545.9891,338,47.55240016,21.60956132,150.76,,,,,,,,,,,,,,,
06_0135_S,842862.2715,248018.3832,339,47.54764019,21.61009297,151.86,,,,,,,,,,,,,,,
06_0136_S,842843.0003,247987.0071,340,47.5473638,21.60982343,165.1,,,,,,,,,,,,,,,
06_0137_S,842821.5791,248029.0078,341,47.54774769,21.60955728,162,,,,,,,,,,,,,,,
06_0138_S,842823.4042,247991.9211,342,47.54741375,21.60956538,160.66,,,,,,,,,,,,,,,
06_0140_S,844059.566,249579.2859,343,47.56131835,21.62667424,175.12,,,,,,,,,,,,,,,
06_0141_S,844175.6137,249653.3859,344,47.56195006,21.62824799,175.6,,,,,,,,,,,,,,,
06_0142_S,844220.3985,249727.0557,345,47.56259904,21.6288751,177.96,,,,,,,,,,,,,,,
06_0143_S,844264.745,249729.148,346,47.56260468,21.62946501,172.14,,,,,,,,,,,,,,,
06_0144_S,844347.7509,249593.5806,347,47.56136132,21.63050796,170.2,,,,,,,,,,,,,,,
06_0147_S,844397.8015,249509.7582,348,47.56059291,21.6311359,173.32,,,,,,,,,,,,,,,
06_0148_S,844432.1801,249496.9842,349,47.56046786,21.63158688,172.54,,,,,,,,,,,,,,,
06_0149_S,844334.2999,249577.1342,350,47.56121747,21.6303221,168.44,,,,,,,,,,,,,,,
06_0150_S,843689.0465,249067.1912,351,47.55682455,21.62152931,177.46,,,,,,,,,,,,,,,
06_0151_S,843627.8812,249121.8077,352,47.55733364,21.6207409,173.9,,,,,,,,,,,,,,,
06_0152_S,843485.3955,249149.3107,353,47.55762303,21.61886066,165.38,,,,,,,,,,,,,,,
06_0156_S,842865.0681,247382.5293,354,47.54192316,21.60985337,120.2260644,,,,,,,,,,,,,,,
06_0156_S,842885.0707,247332.0115,355,47.54146311,21.61009694,117.6018944,,,,,,,,,,,,,,,
06_0157_S,842853.9031,247339.3331,356,47.54153812,21.60968634,122.6620213,,,,,,,,,,,,,,,
06_0158_S,842838.8558,247382.7567,357,47.54193292,21.60950546,118.4102075,,,,,,,,,,,,,,,
08_0041_S,843037.3951,246537.1434,358,47.53427248,21.6117731,120.5662233,10.38643932,25024.16211,3.879436731,5.854911804,32.95483017,19.87300491,7890.233887,4719.277344,286.3733826,2.460620642,,12.07374382,1945.614014,45.97718811,39.50570297
08_0042_S,843088.7534,246544.6536,359,47.53432485,21.61245813,119.6677642,9.93546772,26969.22852,2.804141521,7.259967327,32.64408875,23.68917274,9418.273438,8452.833984,364.6089783,1.983971834,1.590110898,6.901967049,1967.352173,52.04795837,52.14842606
08_0043_S,843075.6203,246509.2245,360,47.53401022,21.61226836,118.4370995,10.1100378,26665.63867,1.94746542,8.905649185,66.51519775,27.40220261,10915.95898,10212.10156,437.2254639,0.988122761,12.12136841,8.509410858,2763.612061,85.71310425,68.10234833
08_0044_S,843032.5927,246099.2315,361,47.53033714,21.61151868,114.4595604,14.47428131,31107.4668,1.733931541,11.01575661,82.67389679,55.5593338,13277.62402,12870.54785,649.8879395,1.292724371,20.89742088,52.60927963,2869.082275,98.68247223,145.6142883
08_0045_S,843068.1018,246047.2528,362,47.52985938,21.61196738,114.036367,14.25606918,29455.52148,2.699917793,8.19386673,57.50361252,33.59057999,10062.87793,8211.748047,513.2998047,1.839171171,3.637858629,48.48583603,2248.337891,61.01612091,95.49491882
08_0046_S,842992.975,246071.3805,363,47.53009844,21.61098069,116.6449965,,,,,,,,,,,,,,,
08_0047_S,843021.2282,246040.1453,364,47.52980931,21.61134211,115.7733482,11.65934372,26422.76758,3.968409538,6.268856049,12.4457283,23.68917274,8299.044922,4484.70752,327.4362793,2.537460089,,23.53551102,1489.113281,30.93824005,91.80744934
11_0046_S,844266.9035,245191.1439,365,47.5218085,21.62750448,116.4825585,12.94679642,24928.89648,2.748216867,9.0638237,58.43584824,51.43373871,10890.43359,9840.698242,477.4238586,1.740290284,3.832878828,35.41661835,2176.682617,64.87934113,102.1172867
08_0048_S,844197.1816,245182.5822,366,47.52175221,21.62657543,120.1837249,9.026249886,26773.46484,2.402495146,6.374866009,44.76310349,77.83748627,8005.302246,6582.797363,295.4504395,1.930704832,2.370203733,,1666.23877,52.32389832,136.5085144
08_0049_S,844203.2851,245169.3762,367,47.52163168,21.62665065,124.592193,12.05212688,27624.5625,0.694225788,10.59171581,148.862381,254.309433,12484.14746,12877.06543,617.0376587,1.083024263,26.65061188,27.72884178,2612.250244,100.8900223,353.9934692
11_0047_S,844247.6825,245163.0315,368,47.52156148,21.62723708,115.1728661,19.2967701,25836.52539,2.915993214,11.7830677,119.0309525,148.7975769,13354.06055,10583.50098,536.2086182,2.052851677,21.97005463,96.35971069,2245.922363,77.15884399,185.5743256
08_0050_S,843508.7396,245640.1487,369,47.52606949,21.6176385,114.4818938,11.80481911,26242.70703,1.878828883,9.046996117,69.00114441,41.73862076,11236.3291,9957.984375,482.1784668,1.434157848,18.16710091,24.65373993,2267.660645,72.32982635,93.23728943
08_0051_S,843450.6921,245607.7216,370,47.52579513,21.61685392,118.5125971,12.11758995,28895.45117,1.454303622,6.672704697,62.16477585,35.85965347,8029.033691,11209.01758,403.9428711,1.290581942,15.82681179,28.777174,2097.781006,66.53501129,94.89287567
08_0052_S,843441.2104,245627.01,371,47.52597133,21.61673648,112.3078881,9.680887222,26002.97656,1.35516274,8.500118256,95.10366821,43.07942581,10401.59961,11886.66309,435.0642395,1.040164948,23.23770905,4.316078663,3022.054199,107.5126648,124.994606
08_0053_S,843465.3748,245648.6913,372,47.5261591,21.61706666,117.578518,8.393435478,25637.62109,3.546425819,4.577741146,6.541591167,131.1607056,5112.444824,3637.6521,112.6125565,2.52735734,,,1270.12146,26.10923386,87.96948242
08_0054_S,843714.5404,246589.8054,373,47.53454587,21.62078488,124.5275377,12.05940056,26865.58984,1.952549458,6.809003353,41.65567398,39.77896118,8839.894531,7840.348145,318.3592224,1.547121286,7.050760269,26.68050957,1845.779663,53.42766953,141.4000397
08_0055_S,843710.5758,246564.6448,374,47.53432085,21.62072126,114.1356469,10.55373573,28264.19336,2.824478865,7.603238583,44.45236206,29.05243492,8461.162109,6967.22998,360.718811,1.859682083,,12.07374382,2076.8479,53.28969955,83.37896729
08_0056_S,843762.0878,246614.8849,375,47.53475726,21.62142701,119.1002465,8.854862213,23529.24414,2.758805037,10.27536869,61.85403442,24.61743927,12609.01172,10759.42969,590.2387085,1.735086203,9.86182785,,2644.681885,78.67654419,78.41218567
06_0159_S,843750.5454,247381.3332,376,47.54165088,21.62160882,124.9025421,,,,,,,,,,,,,,,
06_0160_S,843761.3827,247334.2826,377,47.5412247,21.62173212,119.5674923,,,,,,,,,,,,,,,
06_0161_S,843790.6056,247354.999,378,47.54140229,21.62212915,117.5810448,,,,,,,,,,,,,,,
06_0162_S,843792.1873,247374.8616,379,47.54158038,21.62215884,117.2021752,,,,,,,,,,,,,,,
08_0057_S,843815.0498,246981.6743,380,47.53803894,21.62229043,114.4629174,11.73208237,30406.07031,2.252513647,7.037850857,32.33335114,41.9448967,8875.766602,8602.696289,397.459259,1.585999608,1.687621117,24.30429268,2067.991699,62.11991119,303.3473206
08_0058_S,843810.1281,246954.7436,381,47.53779829,21.62221332,119.526455,9.448127747,29686.87695,2.272849798,6.565011501,43.83088684,23.4828968,8664.393555,8889.393555,440.2510986,1.638961077,5.393064499,2.149521112,1837.728394,57.84276962,70.51048279
08_0059_S,843785.7785,246946.9824,382,47.53773573,21.62188668,117.0221093,7.920641899,26356.81445,1.317031741,6.349625587,61.23255539,16.77882195,8191.702148,10427.12109,358.1253662,1.28874445,22.75014687,,2146.087891,74.675354,40.18299103
08_0060_S,843772.5762,246973.2766,383,47.53797602,21.62172291,123.8166757,10.8592329,29907.76563,2.501636028,7.039533138,66.20446014,36.16907883,8803.194336,10394.54395,505.9517517,1.671716571,6.465698719,15.91762829,2349.782471,80.3321991,92.40948486
11_0048_S,844328.8851,245190.2422,384,47.521782,21.62832667,161.06,15.87084007,26847.79297,1.317031741,10.42008114,86.09207916,100.4250793,12604.73535,14017.33008,579.0004272,1.143944383,24.11531258,64.6301651,2617.88623,91.64589691,196.1851959
11_0049_S,844481.8878,245193.5528,385,47.52176633,21.63035867,162.12,13.01953316,39026.96484,1.868660808,6.40683794,78.94496918,36.89104843,8304.563477,9710.383789,371.9570618,1.238844752,10.26865196,36.18540192,2601.783691,79.0904541,96.02169037
11_0050_S,844738.0418,245299.4656,386,47.52264233,21.63380467,162.48,14.77250481,26367.2832,1.278900623,10.35277176,91.68547821,177.6766815,12626.53418,11775.89453,572.0845947,1.07598269,17.48451805,53.58772659,2558.307373,89.99022675,326.4504089
11_0052_S,844964.7194,245685.3625,387,47.526044,21.63698267,161.42,10.30642891,29878.45313,1.245853662,9.757095337,66.82593536,34.00314713,12129.2832,14525.56445,579.4326782,1.126494646,30.35605431,10.74585152,2682.29541,95.50911713,82.70167542
11_0053_S,845065.8953,245897.1372,388,47.52791767,21.63841867,167.48,15.68899632,30333.83789,1.594118118,10.23498344,97.27887726,80.31285095,12476.14551,11990.91406,440.6833801,1.165680051,20.50737953,61.69483185,2846.539063,96.88883209,207.3228302
11_0055_S,845162.8023,246279.8192,389,47.531329,21.63987333,169.18,15.74718571,29974.76367,0.544243157,11.04436207,151.6591034,78.86889648,13365.78809,13645.93066,627.411438,0.693317294,36.7918396,62.4636116,3373.890137,125.449028,204.0116425
11_0059_S,845137.1177,247261.7929,390,47.54016433,21.63996467,174.72,15.55079556,27546.04883,1.802566886,9.92031765,91.68547821,310.8299561,11783.25,9847.21582,477.8560791,1.302520514,14.16911602,60.22716141,2885.184814,93.30156708,235.0164032
11_0061_S,845317.6735,247669.3912,391,47.54377467,21.64254133,172.46,11.10653973,24848.28906,0.434934139,7.056359768,119.0309525,41.53232956,8389.416016,12929.19043,413.8844299,0.741073549,27.13817215,18.1540699,3042.182373,113.8593903,96.54846191
11_0066_S,845788.1983,248674.1291,392,47.55266633,21.64923233,166.3,17.60198975,25517.23242,2.206755877,11.40782642,106.9119415,142.19664,13302.73535,9352.012695,438.5221558,1.402320027,10.17114258,81.12393188,2662.16748,86.54093933,221.3201294
06_0164_S,845165.0731,248214.4016,393,47.54871967,21.64075533,164.66,,,,,,,,,,,,,,,
06_0036_S,842731.5865,249592.8909,394,47.56183319,21.60904279,155.06,,,,,,,,,,,,,,,
06_0037_S,842784.5704,249501.071,395,47.56099214,21.60970652,156.7,,,,,,,,,,,,,,,
06_0039_S,842856.5203,247894.7442,396,47.54653039,21.60996279,176.58,,,,,,,,,,,,,,,
06_0042_S,842279.9584,248886.0189,397,47.55561143,21.6027376,159.36,,,,,,,,,,,,,,,
06_0043_S,841865.0787,248492.4336,398,47.55219494,21.59705754,153.02,,,,,,,,,,,,,,,
06_0062_S,842063.8975,249667.9368,399,47.56270418,21.6002074,160.4,,,,,,,,,,,,,,,
07_0014_S,841348.8523,245837.6357,400,47.52847971,21.58905633,155.58,,,,,,,,,,,,,,,104.9769592
07_0025_S,840050.2294,246642.0583,401,47.53608973,21.57216411,118.0193795,,,,,,,,,,,,,,,
07_0026_S,840418.5443,246486.511,402,47.53458433,21.57698675,116.0051465,,,,,,,,,,,,,,,
06_0004_S,844279.3198,251508.3183,403,47.5785945,21.63043936,129.8456949,,,,,,,,,,,,,,,
06_0005_S,845696.951,248724.5125,404,47.55314656,21.64804292,177.28,,,,,,,,,,,,,,,
04_0012_S,842289.5249,243586.6286,405,47.50796771,21.60056626,110.1073322,7.978831768,31564.94531,2.143204689,,,18.22277832,,10590.01758,269.9482422,,,,,,44.69824982
04_0012_S,842361.2763,242512.546,406,47.49829068,21.60105275,114.2366421,7.978831768,31564.94531,2.143204689,,,18.22277832,,10590.01758,269.9482422,,,,,,44.69824982
04_0013_S,842682.9671,241950.5829,407,47.4931441,21.60507627,107.9509735,,,,,,,,,,,,,,,
04_0014_S,842126.6791,241823.2756,408,47.49216299,21.5976424,110.1750371,7.913368225,27641.31348,0.549327195,,,23.48290157,,14203.03271,327.0040131,,,,,,48.19757843
04_0015_S,843188.0265,242241.2709,409,47.49560863,21.611902,111.3372891,,,,,,,,,,,,,,,
04_0016_S,843427.7764,242399.2956,410,47.49695852,21.61515109,109.182467,,,,,,,,,,,,,,,
04_0017_S,842900.64,243150.6181,411,47.5038683,21.60848501,113.5783283,9.142630577,25160.25391,0.999273956,,,25.23626709,,12955.25391,423.3937073,,,,,,61.17894363
04_0018_S,844333.5603,243055.114,412,47.50258616,21.62745354,114.926455,,,,,,,,,,,,,,,
04_0019_S,844365.8574,243716.2611,413,47.50852019,21.62817156,114.0165428,11.99393654,30436.42969,1.065367937,,,30.18697739,,12727.20215,412.5877075,,,,,,76.22980499
04_0020_S,844114.5823,243857.7242,414,47.50986645,21.62489952,153.28,11.22291946,32873.51953,1.627163887,,,28.4336071,,12844.48535,422.5292358,,,,,,87.14167786
04_0021_S,843590.7448,243693.7682,415,47.50854756,21.6178775,151.54,8.728027344,,0.986563206,,,,,,,,,,,,
04_0022_S,844142.883,243392.8351,416,47.50567877,21.62507164,155.22,,28520.67383,,,,52.44944382,,14297.50977,540.5310059,,,,,,52.44944382
04_0023_S,843058.4373,242471.9498,417,47.49772063,21.61028332,146.725,10.45190334,27792.06055,1.113667011,,,51.94944382,,11521.77734,293.7214661,,,,,,104.9769592
06_0001_S,842638.3169,248739.813,418,47.55419167,21.607433,162.14,,,,,,,,,,,,,,,
06_0002_S,842632.7996,248767.2562,419,47.55444,21.60737167,162.6,,,,,,,,,,,,,,,
06_0003_S,842636.3901,248772.871,420,47.55435829,21.6073863,124.1031956,,,,,,,,,,,,,,,
09_0027_S,841599.7949,237930.5325,421,47.45732123,21.5889751,106.8354428,,,,,,,,,,,,,,,
06_0006_S,844503.1678,249558.4749,422,47.56099955,21.63255667,170.74,,,,,,,,,,,,,,,
06_0024_S,844400.5635,248779.2199,423,47.55402477,21.63085196,161.36,,,,,,,,,,,,,,,
999_0001_S,843667.0134,262860.7345,424,47.68082883,21.62728187,160.8649766,,,,,,,,,,,,,,,
999_0002_S,839255.2214,261303.4146,425,47.66812307,21.56788528,155.428179,,,,,,,,,,,,,,,
11_0028_S,844189.5796,246383.9341,426,47.53255438,21.62700063,168.88,,,,,,,,,,,,,,,
11_0028_S,844232.361,246029.2434,427,47.5293531,21.62741313,159.5,,,,,,,,,,,,,,,
05_0001_S,841012.4815,248617.6096,428,47.55356968,21.5857897,165.2999878,,,,,,,,,,,,,,,
05_0002_S,841004.5421,248681.5551,429,47.55414686,21.58571184,165.3799988,,,,,,,,,,,,,,,
05_0003_S,841613.6448,248785.2958,430,47.5549014,21.59384538,154.6999969,,,,,,,,,,,,,,,
05_0004_S,841554.5632,248687.0409,431,47.5540354,21.5930183,154.6999969,,,,,,,,,,,,,,,
05_0005_S,840608.958,248605.8026,432,47.5535812,21.580426,165.5,,,,,,,,,,,,,,,
05_0006_S,840523.4423,248266.9936,433,47.55056024,21.57914468,158.0999908,,,,,,,,,,,,,,,
05_0007_S,840703.9886,247814.8101,434,47.54644256,21.5813475,158.0999908,,,,,,,,,,,,,,,
06_0071_S,843042.7463,248630.3732,435,47.55308864,21.61275595,178.48,,,,,,,,,,,,,,,
10_0006_S,843534.6885,236165.118,436,,,,,,,,,,,,,,,,,,
999_0003_S,845454.8397,258412.122,437,47.64030596,21.6491092,150.7482916,,,,,,,,,,,,,,,
999_0004_S,844572.4432,235727.1957,438,47.43663767,21.62741433,138.22,,,,,,,,,,,,,,,
999_0005_S,844574.3071,235721.0281,439,47.43658167,21.62743633,139.3,,,,,,,,,,,,,,,
06_0083_S,842567.167,249821.5888,440,47.56393755,21.6069585,169.84,,,,,,,,,,,,,,,
06_0087_S,842246.2587,250072.5259,441,47.56628779,21.60280512,172.02,,,,,,,,,,,,,,,
06_0096_S,844087.0048,247756.173,442,47.54492092,21.62623992,180.38,,,,,,,,,,,,,,,
06_0098_S,843997.9802,247649.71,443,47.54399024,21.62501132,177.5,,,,,,,,,,,,,,,
05_0008_S,841568.3646,248241.5988,444,47.5500269,21.59300896,115.1878983,,,,,,,,,,,,,,,
05_0009_S,841506.0162,247905.7277,445,47.54702571,21.59203589,114.3663641,,,,,,,,,,,,,,,
05_0010_S,841537.5698,247719.8578,446,47.54534552,21.59237451,114.2634982,,,,,,,,,,,,,,,
05_0011_S,841347.6552,247749.8606,447,47.5456708,21.58986589,115.4976154,,,,,,,,,,,,,,,
06_0112_S,842816.7997,248180.316,448,47.54910933,21.60955967,152.72,,,,,,,,,,,,,,,
06_0113_S,843165.0994,248966.6214,449,47.55607533,21.61452733,158.82,,,,,,,,,,,,,,,
06_0115_S,843553.2659,248797.6182,450,47.55444133,21.61960833,171.1,,,,,,,,,,,,,,,
06_0119_S,843726.3294,248334.4478,451,47.55022633,21.621704,170.8,,,,,,,,,,,,,,,
06_0120_S,843928.5062,248067.2785,452,47.54776467,21.62427167,157.74,,,,,,,,,,,,,,,
06_0122_S,844047.5679,248100.7834,453,,,,,,,,,,,,,,,,,,
08_0040_S,844071.0274,246899.4963,454,47.53722433,21.62565267,191.54,,,,,,,,,,,,,,,
11_0038_S,844264.1043,246604.8214,455,47.534518,21.62808667,167.78,,,,,,,,,,,,,,,
11_0040_S,844647.702,246660.8426,456,47.53490767,21.63320333,167.88,,,,,,,,,,,,,,,
11_0041_S,844883.1105,246801.2293,457,47.53609967,21.63639,164.3,,,,,,,,,,,,,,,
06_0124_S,844033.8806,247414.5246,458,47.54186533,21.625385,167.5,,,,,,,,,,,,,,,
06_0125_S,843451.0235,247352.5066,459,47.54148033,21.61761967,169.5,,,,,,,,,,,,,,,
06_0139_S,844062.1874,249535.1351,460,47.56092067,21.62668971,168.8,,,,,,,,,,,,,,,
06_0145_S,844367.3777,249588.338,461,47.56130836,21.63076633,177.34,,,,,,,,,,,,,,,
06_0146_S,844364.7094,249573.5315,462,47.56117605,21.63072439,177.72,,,,,,,,,,,,,,,
06_0153_S,843718.4279,249265.2432,463,47.55859629,21.62200612,167.92,,,,,,,,,,,,,,,
06_0154_S,843836.9605,249186.9673,464,47.5578575,21.62354605,172.64,,,,,,,,,,,,,,,
11_0051_S,844853.7127,245503.2615,465,47.52444,21.63542933,161.64,,,,,,,,,,,,,,,
11_0054_S,845127.7706,246085.9195,466,47.52959633,21.639323,154.22,,,,,,,,,,,,,,,
11_0056_S,845140.2118,246465.8016,467,47.53300767,21.63965533,163.38,,,,,,,,,,,,,,,
11_0057_S,845083.803,246785.7057,468,47.53590033,21.63904733,172.8,,,,,,,,,,,,,,,
11_0058_S,845056.5433,247045.9891,469,47.53824833,21.6388,166.44,,,,,,,,,,,,,,,
11_0060_S,845211.191,247458.4348,470,47.54191,21.64103467,166.1,,,,,,,,,,,,,,,
11_0062_S,845417.4948,247864.481,471,47.54549867,21.64395267,169.16,,,,,,,,,,,,,,,
11_0063_S,845511.7891,248082.8976,472,47.547434,21.645301,165.8,,,,,,,,,,,,,,,
11_0064_S,845633.6769,248318.3262,473,47.549514,21.64702333,172.94,,,,,,,,,,,,,,,
11_0065_S,845687.9989,248477.6471,474,47.55093,21.647815,167.02,,,,,,,,,,,,,,,
06_0163_S,845516.0539,248496.1802,475,47.551148,21.64554,163.86,,,,,,,,,,,,,,,
06_0165_S,844889.7688,248189.776,476,47.54858033,21.637089,176.2,,,,,,,,,,,,,,,
06_0166_S,844609.9917,248139.4307,477,47.548211,21.633352,165.76,,,,,,,,,,,,,,,
06_0167_S,844432.0791,248051.2692,478,47.54747133,21.630951,160.78,,,,,,,,,,,,,,,
06_0168_S,844380.3306,248195.8744,479,47.54878667,21.63032733,184.68,,,,,,,,,,,,,,,
21_0001_S,845963.934,239957.7878,480,47.474256,21.647716,146.44,,,,,,,,,,,,,,,
21_0002_S,845231.3181,239134.6433,481,47.46707467,21.63764033,149.1,,,,,,,,,,,,,,,
21_0003_S,845210.55,239962.5139,482,47.47452333,21.63772867,148.6,,,,,,,,,,,,,,,
21_0004_S,845110.5125,240970.6695,483,47.48361633,21.636845,151.26,,,,,,,,,,,,,,,
21_0005_S,845311.6179,240909.2575,484,47.48300433,21.639485,143.52,,,,,,,,,,,,,,,
04_0024_S,842102.709,242286.0097,485,47.49633,21.59752467,152.66,,,,,,,,,,,,,,,
07_0042_S,841650.9583,244015.6376,486,47.51201167,21.592279,145.74,,,,,,,,,,,,,,,
21_0006_S,845969.9701,239231.3188,487,47.46772333,21.64747567,151.44,,,,,,,,,,,,,,,
21_0007_S,843876.302,238427.0923,488,47.461116,21.61936733,149.26,,,,,,,,,,,,,,,
04_0025_S,842694.7056,238330.0136,489,47.46059167,21.60366167,146.6,,,,,,,,,,,,,,,
04_0026_S,842505.9369,238601.0019,490,47.46308333,21.60127667,146,,,,,,,,,,,,,,,
04_0027_S,842477.5235,239083.6448,491,47.46743067,21.601109,144.28,,,,,,,,,,,,,,,
10_0006_S,842721.0379,238055.3483,492,47.45811467,21.60389167,143.4,,,,,,,,,,,,,,,
